"","seqnames","start","end","width","strand","n","tx_names"
"319","chr1",5702278,5710330,8053,"+",5,c("g1515.t1", "g1516.t1", "g1517.t1", "g1518.t1", "g1519.t1")
"320","chr1",5715727,5730794,15068,"+",7,c("g1521.t1", "g1522.t1", "g1523.t1", "g1524.t1", "g1525.t1", "g1526.t1", "g1527.t1")
"321","chr1",5818553,5821229,2677,"+",2,c("g1540.t1", "g1541.t1")
"322","chr1",5833538,5837646,4109,"-",2,c("g1545.t1", "g1546.t1")
"323","chr1",5844362,5850200,5839,"+",4,c("g1548.t1", "g1549.t1", "g1550.t1", "g1551.t1")
"324","chr1",5860863,5864142,3280,"+",2,c("g1557.t1", "g1558.t1")
"325","chr1",5880145,5887981,7837,"-",5,c("g1561.t1", "g1562.t2", "g1562.t1", "g1563.t1", "g1564.t1")
"326","chr1",5888626,5889939,1314,"-",2,c("g1565.t1", "g1566.t1")
"327","chr1",5894577,5899387,4811,"-",2,c("g1567.t1", "g1568.t1")
"328","chr1",5899997,5909512,9516,"+",2,c("g1569.t1", "g1570.t1")
"329","chr1",5979439,5980508,1070,"-",2,c("g1575.t1", "g1576.t1")
"330","chr1",5984613,5986616,2004,"-",2,c("g1579.t1", "g1579.t2")
"331","chr1",6132728,6136558,3831,"+",2,c("g1607.t1", "g1608.t1")
"332","chr1",6142635,6146301,3667,"+",2,c("g1611.t1", "g1612.t1")
"333","chr1",6147428,6157837,10410,"+",6,c("g1613.t1", "g1614.t1", "g1615.t1", "g1616.t1", "g1617.t1", "g1618.t1")
"334","chr1",6158781,6163277,4497,"+",2,c("g1619.t1", "g1620.t1")
"335","chr1",6216646,6218839,2194,"-",2,c("g1634.t1", "g1635.t1")
"336","chr1",6314973,6316943,1971,"-",2,c("g1655.t1", "g1656.t1")
"337","chr1",6321781,6329300,7520,"-",2,c("g1658.t1", "g1659.t1")
"338","chr1",6331130,6333658,2529,"-",2,c("g1660.t1", "g1661.t1")
"339","chr1",6352405,6356278,3874,"+",3,c("g1665.t1", "g1666.t1", "g1667.t1")
"340","chr1",6368869,6374289,5421,"-",3,c("g1672.t1", "g1672.t2", "g1673.t1")
"341","chr1",6374815,6379821,5007,"+",3,c("g1674.t1", "g1675.t1", "g1676.t1")
"342","chr1",6380028,6389242,9215,"-",2,c("g1677.t1", "g1678.t1")
"343","chr1",6430084,6436316,6233,"-",3,c("g1683.t1", "g1684.t1", "g1685.t1")
"344","chr1",6443058,6449822,6765,"-",4,c("g1689.t1", "g1690.t3", "g1690.t2", "g1690.t1")
"345","chr1",6458321,6464567,6247,"-",3,c("g1694.t1", "g1695.t2", "g1695.t1")
"346","chr1",6469366,6476337,6972,"-",3,c("g1697.t1", "g1698.t1", "g1698.t2")
"347","chr1",6523808,6526578,2771,"-",2,c("g1705.t1", "g1706.t1")
"348","chr1",6538693,6546692,8000,"+",2,c("g1708.t1", "g1709.t1")
"349","chr1",6547244,6551571,4328,"+",3,c("g1710.t1", "g1711.t1", "g1712.t1")
"350","chr1",6559153,6565591,6439,"+",2,c("g1713.t2", "g1713.t1")
"351","chr1",6568316,6573457,5142,"+",2,c("g1715.t1", "g1716.t1")
"352","chr1",6573589,6575551,1963,"-",2,c("g1717.t1", "g1718.t1")
"353","chr1",6581549,6586068,4520,"-",3,c("g1720.t2", "g1720.t1", "g1720.t3")
"354","chr1",6590144,6593893,3750,"+",2,c("g1723.t1", "g1724.t1")
"355","chr1",6595985,6602494,6510,"+",2,c("g1727.t1", "g1728.t1")
"356","chr1",6602717,6606492,3776,"-",2,c("g1729.t1", "g1730.t1")
"357","chr1",6607618,6612654,5037,"-",3,c("g1732.t1", "g1733.t1", "g1734.t1")
"358","chr1",6613203,6618745,5543,"-",3,c("g1735.t1", "g1735.t2", "g1736.t1")
"359","chr1",6619395,6624139,4745,"-",2,c("g1737.t1", "g1737.t2")
"360","chr1",6637439,6640498,3060,"+",2,c("g1742.t1", "g1742.t2")
"361","chr1",6640919,6649419,8501,"-",3,c("g1743.t1", "g1744.t1", "g1745.t1")
"362","chr1",6674527,6679940,5414,"+",3,c("g1752.t1", "g1753.t1", "g1754.t1")
"363","chr1",6683648,6697997,14350,"-",2,c("g1755.t1", "g1756.t1")
"364","chr1",6698681,6699868,1188,"-",2,c("g1757.t1", "g1758.t1")
"365","chr1",6746351,6752823,6473,"+",4,c("g1769.t1", "g1770.t1", "g1771.t2", "g1771.t1")
"366","chr1",6775833,6779966,4134,"-",2,c("g1780.t1", "g1781.t1")
"367","chr1",6781194,6792569,11376,"-",2,c("g1782.t1", "g1782.t2")
"368","chr1",6796017,6798944,2928,"-",2,c("g1783.t1", "g1783.t2")
"369","chr1",6806509,6811756,5248,"-",2,c("g1788.t1", "g1788.t2")
"370","chr1",6813293,6825320,12028,"-",4,c("g1789.t1", "g1790.t1", "g1790.t2", "g1790.t3")
"371","chr1",6850216,6851764,1549,"-",2,c("g1797.t1", "g1798.t1")
"372","chr1",6866262,6870131,3870,"+",2,c("g1804.t1", "g1805.t1")
"373","chr1",6872235,6873087,853,"+",2,c("g1806.t1", "g1807.t1")
"374","chr1",6892965,6895580,2616,"+",3,c("g1813.t1", "g1813.t2", "g1813.t3")
"375","chr1",6896288,6906643,10356,"-",4,c("g1814.t1", "g1815.t1", "g1816.t1", "g1817.t1")
"376","chr1",6907711,6911919,4209,"-",2,c("g1818.t1", "g1818.t2")
"377","chr1",6915481,6920000,4520,"+",2,c("g1819.t1", "g1820.t1")
"378","chr1",6920841,6924524,3684,"-",2,c("g1821.t1", "g1822.t1")
"379","chr1",6942581,6950654,8074,"-",4,c("g1828.t1", "g1829.t1", "g1830.t1", "g1831.t1")
"380","chr1",6953139,6959662,6524,"-",3,c("g1833.t1", "g1834.t1", "g1836.t1")
"381","chr1",6959885,6964901,5017,"-",3,c("g1834.t1", "g1836.t1", "g1837.t1")
"382","chr1",6967190,6974433,7244,"-",3,c("g1839.t1", "g1840.t1", "g1841.t1")
"383","chr1",6975242,6981344,6103,"+",4,c("g1842.t1", "g1843.t1", "g1844.t1", "g1844.t2")
"384","chr1",6981945,6983429,1485,"+",2,c("g1845.t1", "g1846.t1")
"385","chr1",7000665,7004995,4331,"+",2,c("g1849.t1", "g1849.t2")
"386","chr1",7005508,7007495,1988,"-",2,c("g1850.t1", "g1850.t2")
"387","chr1",7008381,7011253,2873,"+",2,c("g1851.t1", "g1852.t1")
"388","chr1",7015233,7018412,3180,"+",2,c("g1853.t1", "g1854.t1")
"389","chr1",7054418,7059791,5374,"+",2,c("g1865.t1", "g1866.t1")
"390","chr1",7099423,7100658,1236,"+",2,c("g1874.t1", "g1874.t2")
"391","chr1",7115051,7124410,9360,"-",3,c("g1879.t2", "g1879.t3", "g1879.t1")
"392","chr1",7127305,7130591,3287,"+",2,c("g1881.t1", "g1882.t1")
"393","chr1",7131415,7136809,5395,"+",3,c("g1883.t1", "g1884.t1", "g1885.t1")
"394","chr1",7140715,7160428,19714,"+",3,c("g1887.t1", "g1888.t1", "g1889.t1")
"395","chr1",7195927,7197325,1399,"+",2,c("g1896.t1", "g1896.t2")
"396","chr1",7197415,7204681,7267,"-",2,c("g1897.t1", "g1898.t1")
"397","chr1",7205201,7207813,2613,"+",2,c("g1899.t1", "g1900.t1")
"398","chr1",7208155,7213553,5399,"-",2,c("g1901.t1", "g1901.t2")
"399","chr1",7240278,7243216,2939,"-",2,c("g1905.t1", "g1905.t2")
"400","chr1",7245955,7248638,2684,"-",3,c("g1906.t2", "g1906.t1", "g1906.t3")
"401","chr1",7247255,7263933,16679,"-",15,c("g1906.t1", "g1906.t3", "g1908.t1", "g1909.t1", "g1910.t1", "g1910.t2", "g1911.t2", "g1911.t1", "g1912.t1", "g1912.t2", "g1912.t3", "g1913.t1", "g1913.t2", "g1913.t3", "g1914.t1")
"402","chr1",7264731,7267319,2589,"-",2,c("g1915.t1", "g1915.t2")
"403","chr1",7288385,7293409,5025,"+",4,c("g1923.t1", "g1924.t2", "g1924.t1", "g1924.t3")
"404","chr1",7305438,7320845,15408,"-",5,c("g1926.t1", "g1927.t1", "g1928.t1", "g1929.t2", "g1929.t1")
"405","chr1",7327502,7340001,12500,"-",5,c("g1932.t1", "g1933.t1", "g1934.t1", "g1935.t1", "g1936.t1")
"406","chr1",7355047,7362162,7116,"+",3,c("g1943.t1", "g1944.t1", "g1945.t1")
"407","chr1",7363457,7371603,8147,"-",3,c("g1946.t1", "g1947.t1", "g1948.t1")
"408","chr1",7372463,7382809,10347,"-",5,c("g1949.t1", "g1950.t1", "g1951.t1", "g1952.t1", "g1953.t1")
"409","chr1",7386279,7390288,4010,"+",2,c("g1954.t1", "g1954.t2")
"410","chr1",7393670,7402479,8810,"+",3,c("g1957.t1", "g1958.t1", "g1959.t1")
"411","chr1",7405751,7411412,5662,"+",2,c("g1960.t1", "g1960.t2")
"412","chr1",7412890,7415560,2671,"-",2,c("g1961.t1", "g1962.t1")
"413","chr1",7416651,7420250,3600,"-",2,c("g1963.t1", "g1964.t1")
"414","chr1",7420619,7423504,2886,"-",3,c("g1966.t1", "g1967.t1", "g1967.t2")
"415","chr1",7432048,7435874,3827,"-",2,c("g1970.t1", "g1971.t1")
"416","chr1",7438640,7442721,4082,"+",2,c("g1973.t1", "g1974.t1")
"417","chr1",7443286,7445177,1892,"+",2,c("g1975.t1", "g1975.t2")
"418","chr1",7446760,7459013,12254,"+",2,c("g1977.t2", "g1977.t1")
"419","chr1",7463628,7471316,7689,"+",3,c("g1979.t1", "g1980.t1", "g1981.t1")
"420","chr1",7475794,7480152,4359,"+",3,c("g1983.t3", "g1983.t1", "g1983.t2")
"421","chr1",7480674,7481823,1150,"+",2,c("g1984.t1", "g1984.t2")
"422","chr1",7482133,7487589,5457,"-",3,c("g1985.t1", "g1986.t1", "g1987.t1")
"423","chr1",7514100,7515966,1867,"-",2,c("g1997.t1", "g1998.t1")
"424","chr1",7528404,7535599,7196,"+",4,c("g2002.t2", "g2002.t3", "g2002.t1", "g2003.t1")
"425","chr1",7540361,7546707,6347,"+",2,c("g2006.t1", "g2007.t1")
"426","chr1",7547457,7552532,5076,"+",2,c("g2008.t1", "g2009.t1")
"427","chr1",7576152,7584015,7864,"+",2,c("g2013.t1", "g2014.t1")
"428","chr1",7601625,7606994,5370,"+",2,c("g2018.t1", "g2019.t1")
"429","chr1",7608991,7613148,4158,"+",3,c("g2020.t1", "g2021.t1", "g2022.t1")
"430","chr1",7615712,7627617,11906,"-",6,c("g2024.t1", "g2025.t1", "g2026.t1", "g2027.t1", "g2028.t1", "g2029.t1")
"431","chr1",7628342,7636896,8555,"-",5,c("g2030.t1", "g2030.t2", "g2031.t1", "g2032.t1", "g2033.t1")
"432","chr1",7651236,7667428,16193,"+",5,c("g2039.t1", "g2040.t2", "g2040.t1", "g2041.t1", "g2042.t1")
"433","chr1",7668180,7674241,6062,"+",2,c("g2043.t1", "g2044.t1")
"434","chr1",7699665,7702880,3216,"-",2,c("g2052.t1", "g2052.t2")
"435","chr1",7709095,7710986,1892,"+",2,c("g2054.t1", "g2055.t1")
"436","chr1",7740998,7743038,2041,"-",2,c("g2063.t1", "g2064.t1")
"437","chr1",7753416,7768549,15134,"+",2,c("g2066.t1", "g2066.t2")
"438","chr1",7787903,7789419,1517,"-",2,c("g2071.t1", "g2072.t1")
"439","chr1",7798149,7799484,1336,"-",2,c("g2075.t1", "g2076.t1")
"440","chr1",7800645,7804565,3921,"-",2,c("g2078.t1", "g2079.t1")
"441","chr1",7808433,7828976,20544,"+",4,c("g2081.t1", "g2082.t1", "g2083.t1", "g2083.t2")
"442","chr1",7830004,7832699,2696,"+",2,c("g2085.t1", "g2086.t1")
"443","chr1",7839369,7842906,3538,"-",2,c("g2088.t1", "g2089.t1")
"444","chr1",7868655,7883369,14715,"-",3,c("g2096.t1", "g2097.t1", "g2098.t1")
"445","chr1",7883840,7889538,5699,"+",3,c("g2099.t1", "g2100.t1", "g2101.t1")
"446","chr1",7893322,7904207,10886,"+",4,c("g2103.t1", "g2104.t1", "g2105.t1", "g2106.t1")
"447","chr1",7904412,7915414,11003,"-",2,c("g2107.t1", "g2108.t1")
"448","chr1",7922600,7938926,16327,"-",3,c("g2110.t1", "g2111.t1", "g2111.t2")
"449","chr1",7951415,7955870,4456,"-",3,c("g2113.t3", "g2113.t1", "g2113.t2")
"450","chr1",7964247,7968191,3945,"-",3,c("g2115.t3", "g2115.t1", "g2115.t2")
"451","chr1",7968543,7969491,949,"+",2,c("g2117.t1", "g2117.t2")
"452","chr1",7974425,7976137,1713,"-",2,c("g2118.t2", "g2118.t1")
"453","chr1",8015154,8017804,2651,"-",2,c("g2120.t1", "g2121.t1")
"454","chr1",8036163,8042127,5965,"-",2,c("g2126.t1", "g2126.t2")
"455","chr1",8043237,8050115,6879,"+",6,c("g2127.t1", "g2128.t1", "g2129.t3", "g2129.t1", "g2129.t2", "g2133.t1")
"456","chr1",8046419,8048233,1815,"-",3,c("g2130.t1", "g2131.t1", "g2132.t1")
"457","chr1",8048695,8063234,14540,"+",5,c("g2129.t1", "g2129.t2", "g2133.t1", "g2134.t2", "g2134.t1")
"458","chr1",8063247,8065190,1944,"-",2,c("g2136.t1", "g2137.t1")
"459","chr1",8077305,8078748,1444,"-",3,c("g2140.t3", "g2140.t1", "g2140.t2")
"460","chr1",8086892,8092394,5503,"-",3,c("g2144.t1", "g2145.t1", "g2145.t2")
"461","chr1",8097941,8100371,2431,"-",4,c("g2147.t1", "g2148.t1", "g2149.t1", "g2150.t1")
"462","chr1",8101072,8110510,9439,"+",3,c("g2151.t1", "g2152.t1", "g2153.t1")
"463","chr1",8111320,8116257,4938,"-",2,c("g2154.t1", "g2155.t1")
"464","chr1",8121893,8125998,4106,"+",2,c("g2157.t1", "g2158.t1")
"465","chr1",8127068,8132009,4942,"+",3,c("g2160.t1", "g2161.t1", "g2162.t1")
"466","chr1",8140137,8141595,1459,"+",2,c("g2166.t1", "g2167.t1")
"467","chr1",8153489,8164945,11457,"+",2,c("g2169.t1", "g2170.t1")
"468","chr1",8165684,8175668,9985,"+",3,c("g2171.t1", "g2171.t2", "g2171.t3")
"469","chr1",8180151,8191079,10929,"-",2,c("g2174.t1", "g2174.t2")
"470","chr1",8196698,8214729,18032,"-",3,c("g2176.t1", "g2177.t1", "g2178.t1")
"471","chr1",8215955,8222180,6226,"+",3,c("g2179.t3", "g2179.t2", "g2179.t1")
"472","chr1",8244077,8258846,14770,"-",3,c("g2184.t1", "g2185.t2", "g2185.t1")
"473","chr1",8267293,8268547,1255,"+",2,c("g2188.t1", "g2189.t1")
"474","chr1",8275031,8280125,5095,"-",3,c("g2193.t1", "g2193.t2", "g2194.t1")
"475","chr1",8284101,8286370,2270,"-",3,c("g2198.t1", "g2199.t1", "g2200.t1")
"476","chr1",8294569,8303362,8794,"-",2,c("g2204.t1", "g2205.t1")
"477","chr1",8315869,8318422,2554,"-",2,c("g2211.t1", "g2212.t1")
"478","chr1",8331897,8333489,1593,"+",2,c("g2217.t1", "g2218.t1")
"479","chr1",8335217,8343084,7868,"-",2,c("g2219.t1", "g2220.t1")
"480","chr1",8355599,8357368,1770,"-",2,c("g2223.t1", "g2224.t1")
"481","chr1",8358131,8360549,2419,"-",2,c("g2225.t1", "g2226.t1")
"482","chr1",8364295,8368041,3747,"+",2,c("g2228.t1", "g2229.t1")
"483","chr1",8370494,8375098,4605,"+",2,c("g2230.t1", "g2231.t1")
"484","chr1",8376011,8383968,7958,"+",3,c("g2232.t1", "g2233.t1", "g2234.t1")
"485","chr1",8385363,8401922,16560,"+",2,c("g2236.t1", "g2237.t1")
"486","chr1",8420299,8423823,3525,"-",2,c("g2242.t1", "g2243.t1")
"487","chr1",8436236,8438086,1851,"+",2,c("g2247.t1", "g2248.t1")
"488","chr1",8439862,8444691,4830,"-",2,c("g2249.t1", "g2250.t1")
"489","chr1",8446294,8452428,6135,"-",3,c("g2251.t1", "g2252.t1", "g2253.t1")
"490","chr1",8457311,8464681,7371,"+",3,c("g2255.t1", "g2256.t1", "g2257.t1")
"491","chr1",8465258,8496632,31375,"+",3,c("g2258.t1", "g2259.t1", "g2260.t1")
"492","chr1",8497673,8512203,14531,"-",2,c("g2262.t1", "g2263.t1")
"493","chr1",8520633,8529294,8662,"-",5,c("g2266.t1", "g2267.t1", "g2268.t1", "g2269.t1", "g2270.t1")
"494","chr1",8538175,8547897,9723,"+",4,c("g2274.t1", "g2275.t1", "g2276.t1", "g2277.t1")
"495","chr1",8552009,8557128,5120,"+",3,c("g2279.t3", "g2279.t1", "g2279.t2")
"496","chr1",8585572,8597684,12113,"-",5,c("g2289.t1", "g2290.t1", "g2291.t1", "g2292.t1", "g2293.t1")
"497","chr1",8610081,8616538,6458,"-",3,c("g2298.t1", "g2299.t1", "g2300.t1")
"498","chr1",8620500,8628260,7761,"-",2,c("g2302.t1", "g2303.t1")
"499","chr1",8654763,8660425,5663,"-",2,c("g2309.t1", "g2309.t2")
"500","chr1",8663577,8668610,5034,"-",3,c("g2311.t1", "g2312.t1", "g2313.t1")
"501","chr1",8669242,8676308,7067,"-",2,c("g2314.t1", "g2315.t1")
"502","chr1",8680303,8683353,3051,"+",2,c("g2317.t1", "g2318.t1")
"503","chr1",8721841,8728936,7096,"+",2,c("g2323.t1", "g2324.t1")
"504","chr1",8735162,8739863,4702,"+",2,c("g2327.t1", "g2328.t1")
"505","chr1",8768344,8782063,13720,"+",3,c("g2337.t1", "g2338.t1", "g2339.t1")
"506","chr1",8789653,8791162,1510,"-",2,c("g2341.t1", "g2342.t1")
"507","chr1",8808131,8813661,5531,"+",2,c("g2345.t1", "g2346.t1")
"508","chr1",8816421,8818364,1944,"+",2,c("g2348.t1", "g2349.t1")
"509","chr1",8826040,8829888,3849,"+",2,c("g2352.t1", "g2353.t1")
"510","chr1",8834175,8849991,15817,"-",3,c("g2355.t1", "g2356.t1", "g2357.t1")
"511","chr1",8860318,8868877,8560,"-",3,c("g2360.t1", "g2361.t1", "g2362.t1")
"512","chr1",8895948,8897129,1182,"-",2,c("g2370.t1", "g2371.t1")
"513","chr1",8909334,8913493,4160,"-",2,c("g2375.t1", "g2376.t1")
"514","chr1",8922712,8926380,3669,"+",2,c("g2378.t1", "g2379.t1")
"515","chr1",8974464,8977036,2573,"-",3,c("g2386.t1", "g2387.t1", "g2387.t2")
"516","chr1",8979072,8982933,3862,"-",4,c("g2389.t1", "g2390.t1", "g2391.t1", "g2391.t2")
"517","chr1",8983895,8987484,3590,"-",2,c("g2393.t1", "g2394.t1")
"518","chr1",8988062,8996989,8928,"-",7,c("g2395.t1", "g2396.t1", "g2397.t1", "g2398.t1", "g2399.t1", "g2400.t1", "g2400.t2")
"519","chr1",9002735,9006573,3839,"+",3,c("g2402.t1", "g2403.t1", "g2404.t1")
"520","chr1",9006760,9011731,4972,"-",3,c("g2405.t1", "g2406.t1", "g2406.t2")
"521","chr1",9013538,9018551,5014,"-",3,c("g2408.t1", "g2409.t1", "g2410.t1")
"522","chr1",9020333,9026274,5942,"+",4,c("g2412.t1", "g2413.t1", "g2414.t1", "g2414.t2")
"523","chr1",9028001,9031799,3799,"-",2,c("g2416.t1", "g2417.t1")
"524","chr1",9032619,9038809,6191,"-",4,c("g2418.t2", "g2418.t1", "g2419.t1", "g2419.t2")
"525","chr1",9042347,9046874,4528,"-",2,c("g2420.t1", "g2421.t1")
"526","chr1",9047587,9053864,6278,"+",3,c("g2422.t1", "g2423.t1", "g2424.t1")
"527","chr1",9054069,9055736,1668,"-",2,c("g2425.t1", "g2426.t1")
"528","chr1",9090654,9093578,2925,"+",2,c("g2431.t1", "g2432.t1")
"529","chr1",9095423,9098671,3249,"+",2,c("g2433.t1", "g2434.t1")
"530","chr1",9102507,9107058,4552,"-",4,c("g2437.t1", "g2438.t1", "g2439.t1", "g2440.t1")
"531","chr1",9108131,9109621,1491,"-",2,c("g2441.t1", "g2442.t1")
"532","chr1",9148990,9155223,6234,"-",2,c("g2452.t1", "g2452.t2")
"533","chr1",9156135,9162196,6062,"-",4,c("g2453.t1", "g2454.t1", "g2455.t1", "g2456.t1")
"534","chr1",9163419,9166900,3482,"-",2,c("g2457.t1", "g2458.t1")
"535","chr1",9168247,9174340,6094,"-",2,c("g2459.t1", "g2460.t1")
"536","chr1",9185393,9199552,14160,"+",4,c("g2462.t1", "g2462.t3", "g2462.t2", "g2463.t1")
"537","chr1",9328562,9330148,1587,"-",2,c("g2475.t1", "g2476.t1")
"538","chr1",9330870,9341526,10657,"-",7,c("g2477.t1", "g2478.t1", "g2479.t1", "g2480.t1", "g2481.t1", "g2482.t1", "g2483.t1")
"539","chr1",9360038,9370203,10166,"-",3,c("g2487.t1", "g2487.t2", "g2487.t3")
"540","chr1",9371362,9377274,5913,"+",4,c("g2488.t1", "g2489.t1", "g2490.t2", "g2490.t1")
"541","chr1",9380613,9382480,1868,"+",2,c("g2493.t1", "g2494.t1")
"542","chr1",9390218,9398083,7866,"-",2,c("g2498.t1", "g2499.t1")
"543","chr1",9406716,9411836,5121,"-",2,c("g2501.t1", "g2501.t2")
"544","chr1",9412720,9425629,12910,"+",5,c("g2502.t1", "g2503.t1", "g2504.t1", "g2505.t1", "g2506.t1")
"545","chr1",9429575,9432830,3256,"+",2,c("g2509.t1", "g2510.t1")
"546","chr1",9438867,9455817,16951,"-",8,c("g2513.t1", "g2514.t1", "g2515.t1", "g2515.t2", "g2516.t1", "g2517.t1", "g2518.t1", "g2519.t1")
"547","chr1",9456407,9463578,7172,"+",4,c("g2520.t1", "g2521.t1", "g2522.t1", "g2523.t1")
"548","chr1",9463927,9471858,7932,"-",2,c("g2524.t1", "g2524.t2")
"549","chr1",9477477,9481368,3892,"+",2,c("g2525.t1", "g2525.t2")
"550","chr1",9487465,9488981,1517,"-",2,c("g2528.t1", "g2528.t2")
"551","chr1",9491337,9492385,1049,"+",2,c("g2530.t1", "g2530.t2")
"552","chr1",9492432,9496397,3966,"-",3,c("g2532.t3", "g2532.t2", "g2532.t1")
"553","chr1",9500208,9502493,2286,"-",2,c("g2534.t1", "g2535.t1")
"554","chr1",9515648,9519738,4091,"+",2,c("g2538.t1", "g2539.t1")
"555","chr1",9520820,9531726,10907,"+",5,c("g2540.t1", "g2541.t1", "g2542.t1", "g2542.t2", "g2542.t3")
"556","chr1",9539829,9545969,6141,"+",2,c("g2545.t1", "g2546.t1")
"557","chr1",9547321,9550301,2981,"+",3,c("g2547.t1", "g2548.t1", "g2550.t1")
"558","chr1",9581258,9582715,1458,"+",2,c("g2561.t1", "g2562.t1")
"559","chr1",9595479,9601300,5822,"+",2,c("g2567.t1", "g2568.t1")
"560","chr1",9602014,9604837,2824,"+",2,c("g2569.t1", "g2570.t1")
"561","chr1",9632064,9633796,1733,"+",2,c("g2580.t1", "g2581.t1")
"562","chr1",9640413,9647382,6970,"-",2,c("g2584.t1", "g2585.t1")
"563","chr1",9652337,9654113,1777,"+",2,c("g2587.t1", "g2588.t1")
"564","chr1",9658480,9661600,3121,"+",2,c("g2590.t1", "g2591.t1")
"565","chr1",9670365,9671656,1292,"-",2,c("g2596.t1", "g2597.t1")
"566","chr1",9672227,9678086,5860,"-",2,c("g2598.t1", "g2598.t2")
"567","chr1",9679665,9680675,1011,"+",2,c("g2599.t1", "g2599.t2")
"568","chr1",9680786,9683913,3128,"-",2,c("g2600.t1", "g2600.t2")
"569","chr1",9686714,9696950,10237,"+",2,c("g2601.t1", "g2601.t2")
"570","chr1",9698858,9703878,5021,"+",3,c("g2603.t1", "g2604.t1", "g2605.t1")
"571","chr1",9774211,9776733,2523,"-",2,c("g2615.t1", "g2615.t2")
"572","chr1",9809914,9836205,26292,"+",12,c("g2620.t1", "g2621.t1", "g2622.t1", "g2623.t1", "g2624.t1", "g2625.t1", "g2626.t1", "g2627.t1", "g2627.t2", "g2627.t3", "g2628.t1", "g2629.t1")
"573","chr1",9842796,9857856,15061,"-",3,c("g2633.t1", "g2633.t2", "g2634.t1")
"574","chr1",9896766,9901964,5199,"+",2,c("g2641.t1", "g2642.t1")
"575","chr1",9917489,9940629,23141,"+",7,c("g2646.t1", "g2647.t1", "g2648.t1", "g2649.t1", "g2650.t2", "g2650.t1", "g2650.t3")
"576","chr1",9941100,9945705,4606,"-",2,c("g2652.t1", "g2652.t2")
"577","chr1",9954361,9960095,5735,"-",2,c("g2654.t1", "g2655.t1")
"578","chr1",10018989,10021728,2740,"-",2,c("g2666.t1", "g2667.t1")
"579","chr1",10022216,10035952,13737,"+",8,c("g2668.t1", "g2669.t2", "g2669.t1", "g2670.t1", "g2671.t1", "g2672.t1", "g2673.t1", "g2674.t1")
"580","chr1",10038367,10043926,5560,"+",2,c("g2676.t1", "g2676.t2")
"581","chr1",10046873,10048784,1912,"+",2,c("g2678.t1", "g2679.t1")
"582","chr1",10054989,10056658,1670,"+",2,c("g2681.t1", "g2681.t2")
"583","chr1",10057497,10061915,4419,"+",2,c("g2682.t2", "g2682.t1")
"584","chr1",10082460,10087222,4763,"+",3,c("g2686.t1", "g2687.t1", "g2688.t1")
"585","chr1",10092444,10099648,7205,"+",4,c("g2690.t1", "g2691.t1", "g2692.t1", "g2693.t1")
"586","chr1",10101152,10108018,6867,"-",4,c("g2695.t1", "g2696.t1", "g2697.t1", "g2698.t1")
"587","chr1",10108802,10112246,3445,"-",2,c("g2699.t1", "g2700.t1")
"588","chr1",10112765,10115675,2911,"+",2,c("g2701.t1", "g2702.t1")
"589","chr1",10128798,10132350,3553,"+",2,c("g2706.t1", "g2707.t1")
"590","chr1",10132906,10138676,5771,"+",2,c("g2708.t1", "g2709.t1")
"591","chr1",10141257,10146764,5508,"+",2,c("g2710.t1", "g2710.t2")
"592","chr1",10147616,10165207,17592,"-",4,c("g2711.t1", "g2712.t1", "g2713.t1", "g2713.t2")
"593","chr1",10168369,10171920,3552,"+",2,c("g2716.t1", "g2717.t1")
"594","chr1",10172476,10178246,5771,"+",2,c("g2718.t1", "g2719.t1")
"595","chr1",10187186,10213159,25974,"-",4,c("g2721.t1", "g2722.t1", "g2723.t1", "g2724.t1")
"596","chr1",10223267,10227183,3917,"+",2,c("g2727.t1", "g2728.t1")
"597","chr1",10228495,10233693,5199,"+",3,c("g2729.t1", "g2729.t2", "g2730.t1")
"598","chr1",10254650,10259169,4520,"-",2,c("g2735.t1", "g2736.t1")
"599","chr1",10260131,10267459,7329,"-",3,c("g2737.t1", "g2738.t1", "g2739.t1")
"600","chr1",10279445,10285525,6081,"-",2,c("g2741.t1", "g2741.t2")
"601","chr1",10305419,10309988,4570,"-",3,c("g2747.t1", "g2748.t2", "g2748.t1")
"602","chr1",10313731,10317742,4012,"-",3,c("g2750.t2", "g2750.t1", "g2751.t1")
"603","chr1",10318069,10322631,4563,"+",3,c("g2752.t2", "g2752.t1", "g2753.t1")
"604","chr1",10323485,10326533,3049,"+",3,c("g2754.t1", "g2754.t2", "g2755.t1")
"605","chr1",10327311,10328863,1553,"+",2,c("g2756.t1", "g2757.t1")
"606","chr1",10329972,10331521,1550,"-",2,c("g2758.t1", "g2759.t1")
"607","chr1",10332355,10336179,3825,"+",2,c("g2760.t1", "g2761.t1")
"608","chr1",10343545,10347187,3643,"-",2,c("g2763.t1", "g2764.t1")
"609","chr1",10348544,10356448,7905,"-",5,c("g2765.t1", "g2766.t1", "g2767.t1", "g2768.t1", "g2769.t1")
"610","chr1",10373121,10379989,6869,"+",2,c("g2772.t1", "g2773.t1")
"611","chr1",10387013,10389361,2349,"-",2,c("g2776.t1", "g2777.t1")
"612","chr1",10392366,10397373,5008,"+",2,c("g2779.t1", "g2780.t1")
"613","chr1",10398889,10401530,2642,"+",2,c("g2781.t1", "g2782.t1")
"614","chr1",10404565,10407421,2857,"+",2,c("g2783.t1", "g2784.t1")
